Title,Location,Listing_Type,City,Location_Area,Price,Date_Added,Date_Updated,Beds,Baths,Toilets
1 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,1300000.0,2022-10-31,2022-10-31,1,1,2
1 BEDROOM FLAT & APARTMENT FOR RENT, Spg Ologolo Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,1,1,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Atlantic View Estate Lekki Lagos ,Rent,Lekki,Island,2200000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,2800000.0,2022-10-31,2022-10-31,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,2,2,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Agungi Agungi Lekki Lagos ,Rent,Lekki,Island,1800000.0,2022-10-31,2022-10-31,1,1,2
1 BEDROOM FLAT & APARTMENT FOR RENT, Spg Road Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Idado Estate Idado Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-10-31,2022-10-31,3,3,4
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-31,2022-10-31,3,3,4
4 BEDROOM HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-31,2022-10-31,4,4,4
2 BEDROOM HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-10-31,2022-10-31,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Idado Estate Idado Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-10-31,2022-10-31,2,2,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Idado Estate Idado Lekki Lagos ,Rent,Lekki,Island,1200000.0,2022-10-31,2022-10-31,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Idado Estate Idado Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-31,2022-10-31,3,2,2
1 BEDROOM FLAT & APARTMENT FOR RENT, Sph Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,1600000.0,2022-10-31,2022-10-31,1,1,2
2 BEDROOM FLAT & APARTMENT FOR RENT, Idado Estate Idado Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Abioro Street Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-10-31,2022-10-31,1,1,2
5 BEDROOM DUPLEX FOR RENT, Freedom Way Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,13000000.0,2022-10-31,2022-10-31,5,5,6
3 BEDROOM BLOCK OF FLATS FOR RENT, Akinwunmi Street Alagomeji Yaba Lagos ,Rent,Yaba,Mainland,1500000.0,2022-10-31,2022-10-31,3,3,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-31,2022-10-31,1,2,3
3 BEDROOM FLAT & APARTMENT FOR RENT, Spg Ologolo Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,3,3,4
3 BEDROOM FLAT & APARTMENT FOR RENT, Agungi Estate Agungi Lekki Lagos ,Rent,Lekki,Island,2400000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-31,2022-10-31,2,2,3
3 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Victoria Island Lagos ,Rent,Victoria Island,Island,9000000.0,2022-10-31,2022-10-31,2,2,3
3 BEDROOM FLAT & APARTMENT FOR RENT, Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-10-31,2022-10-31,3,3,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,3000000.0,2022-10-31,2022-10-31,1,1,2
5 BEDROOM COMMERCIAL PROPERTY FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,12000000.0,2022-10-31,2022-10-31,5,5,6
3 BEDROOM FLAT & APARTMENT FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-10-31,2022-10-31,3,3,4
5 BEDROOM HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,7500000.0,2022-10-31,2022-10-31,5,5,6
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Idado Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-31,2022-10-31,2,2,3
4 BEDROOM HOUSE FOR RENT, Silicon Valley Estate Ologolo Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-31,2022-10-31,4,4,5
1 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-31,2022-10-31,1,1,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-31,2022-10-31,2,2,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-31,2022-10-31,3,3,4
SHOP FOR RENT, Muti Junction Along Igboolomu Rd Ikorodu Ikorodu Road Lagos ,Rent,Ikorodu Road,Mainland,144000.0,2022-10-31,2022-10-31,0,0,0
SHOP FOR RENT, Muti Junction Along Igboolomu Rd Ikorodu Ikorodu Road Lagos ,Rent,Ikorodu Road,Mainland,156000.0,2022-10-31,2022-10-31,0,0,0
3 BEDROOM TERRACE FOR RENT, Ogoyo Estate Ajah Ajah Lagos ,Rent,Ajah,Island,3000000.0,2022-10-31,2022-10-31,3,3,4
3 BEDROOM DUPLEX FOR RENT, Olaleye Estate Surulere Iponri Surulere Lagos ,Rent,Surulere,Mainland,3000000.0,2022-10-31,2022-10-31,3,3,4
2 BEDROOM TOWNHOUSE FOR RENT, Ogoyo Estate Ajah Ajah Lagos ,Rent,Ajah,Island,1200000.0,2022-10-31,2022-10-31,2,2,3
2 BEDROOM TOWNHOUSE FOR RENT, Ogoyo Estate Ajah Ajah Lagos ,Rent,Ajah,Island,1400000.0,2022-10-31,2022-10-31,2,2,3
2 BEDROOM TOWNHOUSE FOR RENT, Lekki Scheme 2 Ajah Abraham Adesanya Ajah Lagos ,Rent,Ajah,Island,1700000.0,2022-10-31,2022-10-31,2,2,3
4 BEDROOM TERRACE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,8000000.0,2022-10-31,2022-10-31,4,4,5
COMMERCIAL PROPERTY FOR RENT, Addo Road Ajah Lagos ,Rent,Ajah,Island,1000000.0,2022-10-31,2022-10-31,1,0,0
4 BEDROOM FLAT & APARTMENT FOR RENT, Orchid Road Chevron Drive Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-07-29,2022-10-30,4,5,5
1 BEDROOM FLAT & APARTMENT FOR RENT, Shomolu Yaba Lagos ,Rent,Yaba,Mainland,500000.0,2022-10-28,2022-10-28,1,1,1
1 BEDROOM BLOCK OF FLATS FOR RENT, Jakande Lekki Lagos ,Rent,Lekki,Island,600000.0,2022-10-28,2022-10-28,1,1,1
1 BEDROOM SHOP FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,9000000.0,2022-10-28,2022-10-28,1,1,1
4 BEDROOM DUPLEX FOR RENT, Ikota Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-28,2022-10-28,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikoyi Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,18000000.0,2022-10-28,2022-10-28,3,3,4
COMMERCIAL PROPERTY FOR RENT, Ado Road Ajah Lagos ,Rent,Ajah,Island,10000000.0,2022-10-28,2022-10-28,0,0,0
4 BEDROOM HOUSE FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-10-28,2022-10-28,4,5,5
6 BEDROOM HOUSE FOR RENT, Milverton Ikoyi Lagos ,Rent,Ikoyi,Island,35000000.0,2022-10-28,2022-10-28,6,7,7
4 BEDROOM HOUSE FOR RENT, Abijo Gra Ibeju Lekki Ajah Lagos ,Rent,Ajah,Island,2000000.0,2022-10-28,2022-10-28,4,5,5
4 BEDROOM BLOCK OF FLATS FOR RENT, Ikoyi Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,24000000.0,2022-10-28,2022-10-28,4,4,4
3 BEDROOM FLAT & APARTMENT FOR RENT," Sinari Daranijo Street, Off Ligali Ayorinde Victoria Island Lagos ",Rent,Victoria Island,Island,8000000.0,2022-10-28,2022-10-28,3,4,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Victoria Island Lagos ,Rent,Victoria Island,Island,8000000.0,2022-10-28,2022-10-28,3,4,4
3 BEDROOM FLAT & APARTMENT FOR RENT, Mobile Road Ajah Lagos ,Rent,Ajah,Island,3000000.0,2022-10-28,2022-10-28,3,4,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Mobile Road Ajah Lagos ,Rent,Ajah,Island,2500000.0,2022-10-28,2022-10-28,2,3,0
1 BEDROOM FLAT & APARTMENT FOR RENT, Parkview Estate Ikoyi Lagos ,Rent,Ikoyi,Island,3500000.0,2022-10-28,2022-10-28,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Sinari Daranijo Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-10-28,2022-10-28,3,4,0
4 BEDROOM BLOCK OF FLATS FOR RENT," Alaxender Street, Ikoyi Ikoyi Ikoyi Lagos ",Rent,Ikoyi,Island,24000000.0,2022-10-28,2022-10-28,4,4,4
4 BEDROOM HOUSE FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,25000000.0,2022-10-28,2022-10-28,4,4,5
4 BEDROOM HOUSE FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,30000000.0,2022-10-28,2022-10-28,4,4,5
5 BEDROOM HOUSE FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,30000000.0,2022-10-28,2022-10-28,5,5,6
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-10-28,2022-10-28,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Gardens Horizon2 Estate By Meadow School Hall Elegushi Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-10-28,2022-10-28,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,1400000.0,2022-10-27,2022-10-27,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Northern Foreshore Lekki Lagos ,Rent,Lekki,Island,2800000.0,2022-10-27,2022-10-27,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-27,2022-10-27,2,2,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Igbo Efon Lekki Lagos ,Rent,Lekki,Island,800000.0,2022-10-27,2022-10-27,1,1,1
1 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,1400000.0,2022-10-27,2022-10-27,1,1,1
FLAT & APARTMENT FOR RENT, Agungi Lekki Lagos ,Rent,Lekki,Island,1000000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT, Sangotedo Ajah Lagos ,Rent,Ajah,Island,650000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT," Northern Foreshore, Lekki Lagos ",Rent,Lekki,Island,1800000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,2200000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,2200000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT," New Road, Admiralty Estate Lekki Lagos ",Rent,Lekki,Island,3500000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-27,2022-10-27,0,0,0
FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,850000.0,2022-10-27,2022-10-27,0,0,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Paradise Chevron Drive Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-10-27,2022-10-27,3,3,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Jakande Round About Jakande Lekki Lagos ,Rent,Lekki,Island,900000.0,2022-10-27,2022-10-27,1,1,2
2 BEDROOM FLAT & APARTMENT FOR RENT, Idado Idado Lekki Lagos ,Rent,Lekki,Island,2200000.0,2022-10-27,2022-10-27,2,2,3
4 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Paradise Chevron Drive Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-10-27,2022-10-27,4,4,5
1 BEDROOM FLAT & APARTMENT FOR RENT, Adewole Kuku Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,1000000.0,2022-10-27,2022-10-27,1,1,1
5 BEDROOM HOUSE FOR RENT, Silver Spring Agungi Lekki Lagos ,Rent,Lekki,Island,4500099.0,2022-10-27,2022-10-27,5,5,6
4 BEDROOM HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-10-27,2022-10-27,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,2000000.0,2022-10-27,2022-10-27,3,3,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,1300000.0,2022-10-27,2022-10-27,1,1,2
4 BEDROOM HOUSE FOR RENT," Orchid Road, Victoria Bay Estate Ikota Lekki Lagos ",Rent,Lekki,Island,6000000.0,2022-10-27,2022-10-27,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-27,2022-10-27,3,3,4
4 BEDROOM HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-10-27,2022-10-27,4,4,5
4 BEDROOM HOUSE FOR RENT, Lekki Garden Phase 2 Ajah Lagos ,Rent,Ajah,Island,3000000.0,2022-10-27,2022-10-27,4,4,5
1 BEDROOM FLAT & APARTMENT FOR RENT, Ilasan Lekki Lagos ,Rent,Lekki,Island,900000.0,2022-10-27,2022-10-27,1,1,1
1 BEDROOM FLAT & APARTMENT FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-27,2022-10-27,1,1,2
FLAT & APARTMENT FOR RENT, Platinum Way Jakande Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-27,2022-10-27,0,0,0
2 BEDROOM FLAT & APARTMENT FOR RENT, Unity Estate Badore Ajah Lagos ,Rent,Ajah,Island,800000.0,2022-10-27,2022-10-27,2,2,3
4 BEDROOM HOUSE FOR RENT, Lsdpc Homes Lekki Lagos ,Rent,Lekki,Island,6500000.0,2022-10-27,2022-10-27,4,4,5
3 BEDROOM COMMERCIAL PROPERTY FOR RENT, Adebisi Popoola Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-10-27,2022-10-27,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Banana Island Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,12000000.0,2022-10-27,2022-10-27,2,2,3
2 BEDROOM HOUSE FOR RENT, Lakowe Phase 2 Paradise Estate Ibeju Lekki Ajah Lagos ,Rent,Ajah,Island,600000.0,2022-10-27,2022-10-27,2,2,3
3 BEDROOM FLAT & APARTMENT FOR RENT, Monastry Road Sangotedo Ajah Lagos ,Rent,Ajah,Island,2500000.0,2022-10-27,2022-10-27,3,3,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Akoka Yaba Lagos ,Rent,Yaba,Mainland,750000.0,2022-10-27,2022-10-27,1,1,1
FLAT & APARTMENT FOR RENT, Akoka Yaba Lagos ,Rent,Yaba,Mainland,450000.0,2022-10-27,2022-10-27,1,1,0
1 BEDROOM FLAT & APARTMENT FOR RENT, Alagomeji Yaba Lagos ,Rent,Yaba,Mainland,1800000.0,2022-10-27,2022-10-27,1,2,2
1 BEDROOM FLAT & APARTMENT FOR RENT, Akoka Yaba Lagos ,Rent,Yaba,Mainland,1500000.0,2022-10-27,2022-10-27,1,2,2
FLAT & APARTMENT FOR RENT, Yaba Lagos ,Rent,Yaba,Mainland,650000.0,2022-10-27,2022-10-27,1,1,0
3 BEDROOM HOUSE FOR RENT, Alagomeji Yaba Lagos ,Rent,Yaba,Mainland,4000000.0,2022-10-27,2022-10-27,3,4,4
2 BEDROOM HOUSE FOR RENT, Alagomeji Yaba Lagos ,Rent,Yaba,Mainland,2700000.0,2022-10-27,2022-10-27,2,3,3
3 BEDROOM HOUSE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,4500000.0,2022-10-27,2022-10-27,3,4,4
FLAT & APARTMENT FOR RENT, Yaba Lagos ,Rent,Yaba,Mainland,1000000.0,2022-10-27,2022-10-27,1,1,0
4 BEDROOM HOUSE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,15000000.0,2022-10-26,2022-10-26,4,5,5
3 BEDROOM DUPLEX FOR RENT, Magodo Phase2 Magodo Shangisha Ketu Lagos ,Rent,Ketu,Mainland,4500000.0,2022-10-26,2022-10-26,3,4,4
COMMERCIAL PROPERTY FOR RENT, Off Akilo Road Ogba Ikeja Lagos ,Rent,Ikeja,Mainland,4500000.0,2022-10-26,2022-10-26,2,4,0
1 BEDROOM FLAT & APARTMENT FOR RENT, Gbetu/awoyaya Awoyaya Ajah Lagos ,Rent,Ajah,Island,650000000.0,2022-10-26,2022-10-26,1,1,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Vgc Extenssion Ikota Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-10-26,2022-10-26,3,3,4
HOUSE FOR RENT, Lekki Lagos ,Rent,Lekki,Island,5500000.0,2022-10-26,2022-10-26,4,5,0
2 BEDROOM FLAT & APARTMENT FOR RENT, Off Sarah Fagboyede Street Transformer Bucknor Isolo Lagos ,Rent,Isolo,Mainland,700000.0,2022-10-26,2022-10-26,2,3,2
1 BEDROOM FLAT & APARTMENT FOR RENT, Isheri Bus Stop Isolo Lagos ,Rent,Isolo,Mainland,500000.0,2022-10-26,2022-10-26,1,2,2
2 BEDROOM FLAT & APARTMENT FOR RENT, Isheri Osun Samadit Isolo Lagos ,Rent,Isolo,Mainland,700000.0,2022-10-26,2022-10-26,2,3,3
5 BEDROOM HOUSE FOR RENT, Royal Garden Estate Thomas Estate Ajah Lagos ,Rent,Ajah,Island,8000000.0,2022-10-26,2022-10-26,5,5,5
2 BEDROOM FLAT & APARTMENT FOR RENT, Ajah Lagos ,Rent,Ajah,Island,600000.0,2022-10-26,2022-10-26,2,2,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,2700000.0,2022-10-26,2022-10-26,3,3,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-26,2022-10-26,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,2800000.0,2022-10-26,2022-10-26,3,3,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Igbon Efon Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-26,2022-10-26,2,2,2
7 BEDROOM HOUSE FOR RENT, Off Admiralty Road Lekki Lagos ,Rent,Lekki,Island,12000000.0,2022-10-26,2022-10-26,7,7,7
5 BEDROOM HOUSE FOR RENT, Off Admiralty Road Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,11000000.0,2022-10-26,2022-10-26,5,5,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-10-26,2022-10-26,3,3,3
4 BEDROOM HOUSE FOR RENT, Orchid Estate Lagos Island Lagos ,Rent,Victoria Island,Island,4000000.0,2022-10-26,2022-10-26,4,4,5
1 BEDROOM FLAT & APARTMENT FOR RENT, Oral Estate Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-10-26,2022-10-26,1,0,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Badore Ajah Lagos ,Rent,Ajah,Island,900000.0,2022-10-26,2022-10-26,3,0,0
2 BEDROOM FLAT & APARTMENT FOR RENT, Badore Ajah Lagos ,Rent,Ajah,Island,700000.0,2022-10-26,2022-10-26,2,0,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Primeview Lekki Lagos ,Rent,Lekki,Island,350000.0,2022-10-25,2022-10-25,3,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Isokan Estate Agric Ikorodu Ikorodu Ikorodu Road Lagos ,Rent,Ikorodu Road,Mainland,600000.0,2022-10-25,2022-10-25,2,2,3
3 BEDROOM FLAT & APARTMENT FOR RENT," Miracle Avenue, Miracle Zone, Tedo Housing Estate, Ogombo, Sangotedo Sangotedo Ajah Lagos ",Rent,Ajah,Island,1400000.0,2022-10-25,2022-10-25,3,3,4
COMMERCIAL PROPERTY FOR RENT, On Opebi Road Opebi Ikeja Lagos ,Rent,Ikeja,Mainland,7000000.0,2022-10-25,2022-10-25,2,2,0
3 BEDROOM HOUSE FOR RENT, Off Oregun Close Ikeja Oregun Ikeja Lagos ,Rent,Ikeja,Mainland,1600000.0,2022-10-25,2022-10-25,3,4,4
3 BEDROOM HOUSE FOR RENT, Magodo Estate Gra Phase 1 Ketu Lagos ,Rent,Ketu,Mainland,1500000.0,2022-10-25,2022-10-25,3,3,3
3 BEDROOM HOUSE FOR RENT, Off Toyin Ikeja Ikeja Lagos ,Rent,Ikeja,Mainland,1300000.0,2022-10-25,2022-10-25,3,3,3
2 BEDROOM HOUSE FOR RENT, Off Allen Avenue Estate Allen Avenue Ikeja Lagos ,Rent,Ikeja,Mainland,1300000.0,2022-10-25,2022-10-25,2,2,2
LAND For Sale, Kofo Abayomi/musa Yaradua Victoria Island Lagos ,Sale,Victoria Island,Island,4000000000.0,2023-02-09,2023-02-20,0,0,0
3 BEDROOM HOUSE FOR RENT, Alausa Close Alausa Ikeja Lagos ,Rent,Ikeja,Mainland,1900000.0,2022-10-25,2022-10-25,3,4,4
3 BEDROOM HOUSE FOR RENT, Ikeja Lagos ,Rent,Ikeja,Mainland,4500000.0,2022-10-25,2022-10-25,3,4,4
3 BEDROOM HOUSE FOR RENT, Olushosun Oregun Ikeja Lagos ,Rent,Ikeja,Mainland,2000000.0,2022-10-25,2022-10-25,3,4,4
3 BEDROOM HOUSE FOR RENT, Adeniyi Jones Clise Ikeja Lagos ,Rent,Ikeja,Mainland,4000000.0,2022-10-25,2022-10-25,3,4,4
2 BEDROOM HOUSE FOR RENT, Adeniyi Jones Close Ikeja Lagos ,Rent,Ikeja,Mainland,3000000.0,2022-10-25,2022-10-25,2,3,3
2 BEDROOM HOUSE FOR RENT, Magodo Phase 2 Estate Magodo Shangisha Ketu Lagos ,Rent,Ketu,Mainland,3000000.0,2022-10-25,2022-10-25,2,3,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Paradise Estate Chevron Chevron Drive Lekki Lagos ,Rent,Lekki,Island,2700000.0,2022-10-25,2022-10-25,2,3,4
2 BEDROOM HOUSE FOR RENT, Magodo Shangisha Ketu Lagos ,Rent,Ketu,Mainland,3000000.0,2022-10-25,2022-10-25,2,3,3
3 BEDROOM HOUSE FOR RENT, Adeniyi Jones Estate Ikeja Lagos ,Rent,Ikeja,Mainland,2500000.0,2022-10-25,2022-10-25,3,4,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Adeniyi Jones Estate Ikeja Lagos ,Rent,Ikeja,Mainland,1500000.0,2022-10-25,2022-10-25,1,2,2
6 BEDROOM COMMERCIAL PROPERTY FOR RENT, Off Allen Avenue Estate Allen Avenue Ikeja Lagos ,Rent,Ikeja,Mainland,7000000.0,2022-10-25,2022-10-25,6,5,5
3 BEDROOM HOUSE FOR RENT, Adeniyi Jones Estate Ikeja Lagos ,Rent,Ikeja,Mainland,5000000.0,2022-10-25,2022-10-25,3,4,4
2 BEDROOM HOUSE FOR RENT, Adeniyi Jones Estate Ikeja Lagos ,Rent,Ikeja,Mainland,2000000.0,2022-10-25,2022-10-25,2,2,2
4 BEDROOM HOUSE FOR RENT, Off Allen Close Allen Avenue Ikeja Lagos ,Rent,Ikeja,Mainland,6000000.0,2022-10-25,2022-10-25,4,4,5
COMMERCIAL PROPERTY FOR RENT, Allen Avenue Allen Avenue Ikeja Lagos ,Rent,Ikeja,Mainland,35000000.0,2022-10-25,2022-10-25,0,0,0
3 BEDROOM HOUSE FOR RENT, Olushosun Oregun Ikeja Oregun Ikeja Lagos ,Rent,Ikeja,Mainland,2000000.0,2022-10-25,2022-10-25,3,4,4
3 BEDROOM HOUSE FOR RENT, Alausa Ikeja Alausa Ikeja Lagos ,Rent,Ikeja,Mainland,1000000.0,2022-10-25,2022-10-25,3,0,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-10-25,2022-10-25,3,3,4
FLAT & APARTMENT FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,1800000.0,2022-10-25,2022-10-25,0,0,0
1 BEDROOM FLAT & APARTMENT FOR RENT, Badore Ajah Lagos ,Rent,Ajah,Island,600000.0,2022-10-24,2022-10-24,1,0,0
5 BEDROOM HOUSE FOR RENT, Magodo Gra Magodo Shangisha Ketu Lagos ,Rent,Ketu,Mainland,8500000.0,2022-10-24,2022-10-24,5,5,6
3 BEDROOM BLOCK OF FLATS FOR RENT," Igbogbo, Oreyo, Ikorodu Ikorodu Ikorodu Road Lagos ",Rent,Ikorodu Road,Mainland,400000.0,2022-10-24,2022-10-24,3,3,3
1 BEDROOM BLOCK OF FLATS FOR RENT," Ikate, Lekki Lekki Phase 1 Lekki Lagos ",Rent,Lekki,Island,3000000.0,2022-10-24,2022-10-24,1,1,1
1 BEDROOM FLAT & APARTMENT FOR RENT, Ikota Villa Estate By Mega Chicken Ikota Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-12-01,2022-12-01,1,1,2
4 BEDROOM HOUSE FOR RENT, Orchid Road Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-10-24,2022-10-24,4,4,5
COMMERCIAL PROPERTY FOR RENT, Close To Eko Hotel Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-10-24,2022-10-24,0,0,0
